1,9.04368E-12,2.326809E-11,5.551115E-17,9.043683E-12,1,2.39237E-10,3.330669E-16,2.32681E-11,2.39237E-10,0.9999999,-4.440892E-16
0.9999978,0.0005272628,-0.002066935,-0.04690294,-0.0005296506,0.9999992,-0.001154865,-0.02839928,0.002066324,0.001155958,0.9999971,0.8586941
0.999991,0.001048972,-0.004131348,-0.09374345,-0.001058514,0.9999968,-0.002308104,-0.05676064,0.004128913,0.002312456,0.9999887,1.716275
0.9999796,0.001566466,-0.006198571,-0.1406429,-0.001587952,0.9999927,-0.003462706,-0.08515762,0.006193102,0.003472479,0.9999747,2.574964
0.9999637,0.002078471,-0.008263498,-0.1874858,-0.002116664,0.9999871,-0.004615826,-0.1135202,0.008253797,0.004633149,0.9999551,3.432648
0.9999433,0.002586172,-0.01033094,-0.2343818,-0.002645881,0.9999798,-0.005770163,-0.141915,0.01031581,0.00579717,0.9999299,4.291335
0.9999184,0.003088363,-0.01239599,-0.2812195,-0.00317435,0.999971,-0.006922975,-0.1702743,0.01237425,0.006961759,0.9998991,5.148987
0.999889,0.003586305,-0.01446384,-0.3281178,-0.003703403,0.9999605,-0.008077186,-0.1986703,0.0144343,0.008129853,0.9998627,6.007777
0.9998551,0.004078705,-0.01652913,-0.3749547,-0.004231669,0.9999484,-0.009229794,-0.227029,0.01649063,0.009298401,0.9998207,6.865477
0.9998167,0.004566671,-0.01859652,-0.4218367,-0.004760342,0.9999347,-0.01038342,-0.2554151,0.01854788,0.01047004,0.9997731,7.724036
0.9997738,0.005049868,-0.02066463,-0.4687329,-0.005289072,0.9999194,-0.0115373,-0.2838096,0.0206047,0.01164399,0.9997198,8.582886
0.9997264,0.005527315,-0.02272922,-0.5155474,-0.005816781,0.9999025,-0.01268908,-0.3121547,0.02265686,0.01281782,0.9996611,9.440275
0.9996745,0.00600054,-0.02479692,-0.562431,-0.00634516,0.999884,-0.01384246,-0.3405416,0.02471098,0.0139953,0.9995966,10.29896
0.9996182,0.006468772,-0.0268644,-0.6093087,-0.006873365,0.9998639,-0.01499561,-0.368925,0.02676374,0.01517453,0.9995266,11.15757
0.9995562,0.00705845,-0.02894213,-0.6562052,-0.007530449,0.9998399,-0.01623192,-0.3973964,0.02882292,0.01644266,0.9994492,12.01541
0.9995095,0.005595311,-0.0308145,-0.7018788,-0.006093682,0.9998517,-0.01610315,-0.4239119,0.03071983,0.01628303,0.9993953,12.86965
0.9994226,0.007842768,-0.03306167,-0.7498241,-0.008456089,0.999794,-0.01845198,-0.4540039,0.03291014,0.01872089,0.9992829,13.73146
0.9993587,0.008704386,-0.034734,-0.7992511,-0.009439421,0.9997338,-0.02105422,-0.484077,0.03454149,0.02136859,0.9991747,14.60026
0.9992482,0.01235688,-0.03674849,-0.8546642,-0.01320676,0.9996488,-0.02297477,-0.515507,0.03645169,0.02344282,0.9990604,15.47957
0.9991826,0.01352279,-0.03809783,-0.9072868,-0.01439161,0.9996404,-0.02262373,-0.5464705,0.03777819,0.02315352,0.9990178,16.3694
0.9991241,0.01328777,-0.03967996,-0.9609163,-0.01412604,0.9996813,-0.02092052,-0.5783595,0.03938933,0.02146271,0.9989934,17.26896
0.9990604,0.01351433,-0.04118029,-1.011589,-0.01432436,0.9997084,-0.01943894,-0.6092403,0.04090558,0.02001055,0.9989626,18.17318
0.9990174,0.01304822,-0.04235654,-1.066256,-0.01386115,0.9997242,-0.01895579,-0.6387363,0.04209752,0.01952427,0.9989227,19.08411
0.9989383,0.01325999,-0.04411963,-1.118651,-0.01413494,0.9997084,-0.0195787,-0.6686219,0.04384715,0.02018154,0.9988343,19.99722
0.998912,0.01152857,-0.04518863,-1.17184,-0.01247777,0.9997062,-0.02077977,-0.6990778,0.04493579,0.02132101,0.9987623,20.91368
