1568,119,0.18125,2.3459
1569,121,0.15028,2.0697
1570,123,0.18087,1.8398
1571,123,0.17516,1.7656
1572,126,0.1617,1.6084
1573,126,0.12506,1.5125
1574,126,0.13887,1.6024
1575,129,0.14479,1.2933
1576,130,0.11332,1.2109
1577,131,0.10118,1.1562
1578,132,0.11642,1.1173
1579,133,0.14223,1.0887
1580,134,0.13837,1.0587
1581,136,0.15035,0.96174
1582,136,0.13031,1.0202
1583,138,0.14318,0.84406
1584,140,0.1356,1.0254
1585,140,0.1024,0.75281
1586,141,0.11191,0.71942
1587,142,0.11754,0.68515
1588,143,0.1062,0.6584
1589,144,0.098269,0.62726
1590,145,0.093211,0.60696
1591,146,0.088597,0.59144
1592,147,0.11178,0.58298
1593,148,0.088569,0.58158
1594,149,0.090449,0.5925
1595,150,0.075444,0.6126
1596,151,0.071824,0.64588
1597,152,0.091617,0.68911
1598,153,0.082827,0.73222
1599,154,0.11145,0.78655
1600,156,0.10101,0.51769
1601,156,0.085753,0.89851
1602,157,0.074695,0.95616
1603,159,0.060621,0.57845
1604,160,0.036375,0.59372
1605,161,0.030381,0.60652
1606,162,0.048665,0.61569
1607,163,0.062883,0.61811
1608,164,0.043436,0.61427
1609,165,0.090096,0.60787
1610,166,0.11956,0.60152
1611,167,0.10092,0.59354
1612,168,0.12087,0.59199
1613,170,0.098452,0.61371
1614,170,0.11376,0.59625
1615,172,0.10143,0.51073
1616,172,0.10065,0.63149
1617,174,0.10071,0.40156
1618,175,0.066769,0.35817
1619,176,0.088933,0.33
1620,177,0.11702,0.34074
1621,178,0.10745,0.39436
1622,180,0.13317,0.57002
1623,181,0.13514,0.49705
1624,182,0.13071,0.47461
1625,183,0.12965,0.52818
1626,185,0.12495,0.67878
1627,186,0.10545,0.63886
1628,187,0.12124,0.6919
1629,189,0.092797,0.73359
1630,191,0.093877,0.8266
1631,193,0.11648,0.88208
1632,194,0.088575,0.62795
1633,196,0.059866,0.54343
1634,198,0.056973,0.49308
1635,199,0.11314,0.12862
1636,201,0.14971,0.59225
1637,200,0.19476,1.3008
2442,390,0.16356,1.4154
2443,390,0.14665,1.0374
2444,391,0.14361,0.82121
2445,392,0.16731,0.65271
2446,393,0.16125,0.51617
2447,394,0.12566,0.40868
2448,395,0.17469,0.34193
2449,396,0.092845,0.29563
2450,397,0.10571,0.25573
2451,397,0.17995,0.44304
2452,398,0.19878,0.50376
2453,400,0.19093,0.12883
2454,401,0.1413,0.13343
2455,403,0.088901,0.46873
2456,404,0.095194,0.32575
2457,405,0.16198,0.18097
2458,408,0.19245,0.9109
2459,409,0.11232,0.65213
2460,410,0.15126,0.38529
2461,412,0.094598,0.62195
2462,412,0.1364,0.30654
2463,414,0.17397,0.50585
3285,2347,0.19181,1.7119
3286,2348,0.18886,1.4355
3287,2348,0.19508,1.3702
3288,2350,0.15239,1.0513
3289,2350,0.15637,0.82514
3290,2351,0.10586,0.66724
3291,2351,0.13678,0.69258
3292,2352,0.13644,0.45817
3293,2353,0.087613,0.31482
3294,2353,0.15271,0.57803
3295,2354,0.10603,0.35358
3296,2355,0.045707,0.15249
3297,2356,0.083127,0.1477
3298,2356,0.12741,0.53191
3299,2357,0.15497,0.3257
3300,2358,0.14542,0.11591
3301,2359,0.13331,0.082783
3302,2359,0.10406,0.63607
3303,2360,0.092642,0.46669
3304,2361,0.094625,0.30149
3305,2362,0.081233,0.14712
3306,2363,0.071525,0.01429
3307,2364,0.079,0.14063
3308,2365,0.10557,0.28989
3309,2365,0.086534,0.559
3310,2366,0.078621,0.44814
3311,2367,0.045815,0.35524
3312,2368,0.055051,0.27569
3313,2369,0.059123,0.22411
3314,2370,0.066648,0.20413
3315,2371,0.079022,0.21808
3316,2372,0.081073,0.2491
3317,2373,0.084914,0.29572
3318,2374,0.1,0.34206
3319,2375,0.090124,0.39653
3320,2376,0.098208,0.44958
3321,2377,0.085425,0.49533
3322,2378,0.074547,0.53816
3323,2379,0.08426,0.58167
3324,2380,0.08894,0.62385
3325,2381,0.078235,0.66161
3326,2382,0.091711,0.69853
3327,2383,0.058422,0.72976
3328,2384,0.066054,0.74093
3329,2385,0.064545,0.74904
3330,2386,0.067067,0.73265
3331,2387,0.061414,0.71872
3332,2388,0.090268,0.70308
3333,2389,0.078915,0.69906
3334,2390,0.083742,0.69499
3335,2391,0.058813,0.67748
3336,2392,0.089391,0.66885
3337,2393,0.052395,0.66004
3338,2394,0.066151,0.65691
3339,2395,0.080086,0.65148
3340,2396,0.059779,0.65392
3341,2397,0.062375,0.65045
3342,2398,0.073409,0.64607
3343,2399,0.071161,0.64021
3344,2400,0.050122,0.64122
3345,2401,0.038577,0.6421
3346,2402,0.054643,0.65593
3347,2403,0.068992,0.66919
3348,2404,0.062084,0.70059
3349,2405,0.068393,0.72263
3350,2406,0.094639,0.75104
3351,2407,0.083902,0.77198
3352,2408,0.08078,0.79738
3353,2409,0.085166,0.81228
3354,2410,0.079796,0.83729
3355,2411,0.070817,0.85167
3356,2412,0.099746,0.84575
3357,2413,0.078259,0.83719
3358,2414,0.087562,0.83061
3359,2415,0.09848,0.8226
3360,2416,0.080679,0.81034
3361,2416,0.087786,1.0043
3362,2417,0.085017,0.93943
3363,2418,0.077789,0.85353
3364,2419,0.098126,0.78161
3365,2420,0.11023,0.70018
3366,2420,0.11876,0.9617
3367,2421,0.089966,0.84369
3368,2422,0.1494,0.73867
3369,2422,0.11137,1.1043
3370,2423,0.11026,0.99525
3371,2424,0.089247,0.89416
3372,2425,0.10631,0.78985
3373,2425,0.11679,1.1914
3374,2426,0.091945,1.0832
3375,2427,0.086268,0.97989
3376,2428,0.049368,0.88783
3377,2429,0.072314,0.80638
3378,2430,0.052582,0.69987
3379,2431,0.094895,0.59817
3380,2431,0.10076,1.0012
3381,2432,0.1007,0.9295
3382,2433,0.049914,0.85069
3383,2434,0.045934,0.74765
3384,2435,0.069366,0.69214
3385,2436,0.066831,0.61126
3386,2437,0.096679,0.53902
3387,2438,0.097736,0.45893
3388,2438,0.099658,0.96359
3389,2439,0.088638,0.91281
3390,2440,0.081316,0.88109
3391,2441,0.079838,0.78725
3392,2442,0.12346,0.70026
3393,2443,0.087868,0.62774
3394,2443,0.10694,1.1528
3395,2444,0.0867,1.0204
3396,2445,0.08955,0.87821
3397,2446,0.086738,0.74263
3398,2447,0.097434,0.58631
3399,2447,0.067854,1.094
3400,2448,0.054073,0.94282
3401,2449,0.082468,0.78407
3402,396,0.078349,0.9965
3403,2450,0.10656,1.1245
3404,2451,0.10494,0.96157
3405,2452,0.089806,0.78443
3406,2453,0.11585,0.60537
3407,2453,0.082687,1.1265
3408,2454,0.070972,0.94199
3409,2455,0.083759,0.75355
3410,2455,0.070209,1.285
3411,2456,0.10177,1.098
3412,405,0.12,0.89414
3413,406,0.07472,0.91874
3414,407,0.12934,0.94777
3415,2459,0.095186,1.0739
3416,409,0.14754,1.0207
3417,411,0.12847,0.60378
3418,2461,0.11527,1.2465
3419,413,0.10909,0.69339
3420,414,0.095259,0.71018
3421,415,0.084456,0.70203
3422,416,0.10397,0.7228
3423,417,0.07364,0.73688
3424,418,0.10099,0.76916
3425,419,0.094113,0.79142
3426,422,0.11695,0.11838
3427,421,0.11265,0.86118
3428,424,0.12608,0.2286
3429,424,0.098531,0.52433
3430,425,0.074338,0.58793
3431,426,0.066058,0.66997
3432,427,0.07593,0.68653
3433,430,0.076777,0.43547
3434,431,0.10626,0.50459
3435,431,0.090603,0.57493
3436,432,0.084591,0.62021
3437,433,0.06518,0.65516
3438,434,0.088447,0.67053
3439,435,0.084382,0.69085
3440,437,0.08864,0.5711
3441,438,0.071889,0.58659
3442,439,0.06133,0.59776
3443,439,0.076491,0.7442
3444,441,0.083076,0.59403
3445,442,0.053194,0.60042
3446,443,0.043822,0.58572
3447,444,0.06208,0.57422
3448,445,0.052252,0.56499
3449,446,0.054012,0.5492
3450,447,0.047266,0.54206
3451,448,0.043386,0.537
3452,449,0.046498,0.53628
3453,450,0.051607,0.55481
3454,451,0.04954,0.61125
3455,452,0.055524,0.67392
3456,453,0.049512,0.72452
3457,454,0.060479,0.78121
3458,455,0.048154,0.82682
3459,456,0.037072,0.86692
3460,457,0.04674,0.90879
3461,458,0.031691,0.94834
3462,459,0.039648,0.99626
3463,460,0.047547,1.0273
3464,461,0.057568,1.0677
3465,463,0.061845,0.90718
3466,463,0.064674,1.1651
3467,465,0.072989,0.88811
3468,466,0.075313,0.89524
3469,467,0.044292,0.92334
3470,468,0.032245,0.98216
3471,469,0.053995,1.0397
3472,471,0.040517,0.85185
3473,472,0.059152,0.82555
3474,473,0.039805,0.85778
3475,474,0.037291,0.92548
3476,475,0.063179,1.0448
3477,477,0.05835,0.79219
3478,478,0.017437,0.81236
3479,479,0.064769,0.8788
3480,481,0.067249,0.75607
3481,482,0.049923,0.71111
3482,483,0.04944,0.73929
3483,484,0.084984,0.83942
3484,486,0.068865,0.66955
3485,487,0.080969,0.645
3486,488,0.096104,0.70935
3487,490,0.079273,0.62396
3488,491,0.070285,0.55952
3489,492,0.081309,0.59844
3490,494,0.079061,0.59827
3491,495,0.038021,0.50946
3492,496,0.041706,0.52806
3493,498,0.074656,0.64311
3494,499,0.069889,0.54968
3495,500,0.073375,0.54568
3496,501,0.066413,0.62479
3497,502,0.066331,0.75863
3498,504,0.04612,0.5742
3499,505,0.083456,0.61658
3500,507,0.072278,0.64292
3501,508,0.06483,0.59317
3502,509,0.045953,0.62332
3503,511,0.071982,0.63206
3504,512,0.051929,0.57741
3505,513,0.062702,0.59741
3506,514,0.097461,0.67465
3507,516,0.08499,0.54534
3508,517,0.08652,0.56008
3509,519,0.10472,0.50263
3510,520,0.1377,0.46874
3511,521,0.11436,0.50328
3512,522,0.13331,0.57529
3513,524,0.14193,0.40398
3514,524,0.12945,0.75625
3515,526,0.16611,0.51414
3516,528,0.13532,0.33883
3517,529,0.11522,0.38343
3518,530,0.097582,0.44403
3519,530,0.10195,0.77263
3520,533,0.10225,0.39314
3521,533,0.087222,0.67149
3522,551,0.093044,0.22042
3523,551,0.077817,0.26192
3524,561,0.10284,0.25655
3525,563,0.092164,0.30675
3526,566,0.089572,0.18999
3527,567,0.095544,0.21718
3528,569,0.099764,0.17982
3529,570,0.10202,0.1727
3530,571,0.12059,0.17599
3531,572,0.088523,0.18541
